algorithm_id	artifact_id	artifact_revision	artifact_sha256	backend	canonical_v1_model_id	capabilities	class_name	default_params	environment	evidence_class	evidence_revision	execution_kind	execution_path	execution_surface	family	implementation_id	library	license	model_id	notes	package	priority	provider_script	repo_id	revision	routability	runtime_certified	runtime_status	source_alias	source_kind	source_revision	source_version	surface	task	variant_id
autormok					nfauto-rmok	"[""position"", ""hpo"", ""multivariate""]"	AutoRMoK			SOURCE_DECLARED				broad_v1	kan	nfauto-rmok	neuralforecast_auto		nfauto-rmok	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoxlinear					nfauto-xlinear	"[""position"", ""hpo""]"	AutoXLinear			SOURCE_DECLARED				broad_v1	linear	nfauto-xlinear	neuralforecast_auto		nfauto-xlinear	official AutoModel; backend/search resolved at runtime						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autolightgbm					mfauto-lightgbm	"[""position"", ""exogenous"", ""hpo""]"	AutoLightGBM			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-lightgbm	mlforecast_auto		mfauto-lightgbm	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoxgboost					mfauto-xgboost	"[""position"", ""exogenous"", ""hpo""]"	AutoXGBoost			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-xgboost	mlforecast_auto		mfauto-xgboost	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autocatboost					mfauto-catboost	"[""position"", ""exogenous"", ""hpo""]"	AutoCatboost			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-catboost	mlforecast_auto		mfauto-catboost	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autolinearregression					mfauto-linearregression	"[""position"", ""exogenous"", ""hpo""]"	AutoLinearRegression			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-linearregression	mlforecast_auto		mfauto-linearregression	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoridge					mfauto-ridge	"[""position"", ""exogenous"", ""hpo""]"	AutoRidge			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-ridge	mlforecast_auto		mfauto-ridge	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autolasso					mfauto-lasso	"[""position"", ""exogenous"", ""hpo""]"	AutoLasso			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-lasso	mlforecast_auto		mfauto-lasso	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autoelasticnet					mfauto-elasticnet	"[""position"", ""exogenous"", ""hpo""]"	AutoElasticNet			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-elasticnet	mlforecast_auto		mfauto-elasticnet	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
autorandomforest					mfauto-randomforest	"[""position"", ""exogenous"", ""hpo""]"	AutoRandomForest			SOURCE_DECLARED				broad_v1	lag_ml	mfauto-randomforest	mlforecast_auto		mfauto-randomforest	AutoMLForecast wrapper with upstream default search space						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
bottomup					hf-bottomup	"[""reconciliation"", ""coherence""]"	BottomUp			SOURCE_DECLARED				broad_v1	reconciliation	hf-bottomup	hierarchicalforecast		hf-bottomup	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
bottomupsparse					hf-bottomupsparse	"[""reconciliation"", ""coherence""]"	BottomUpSparse			SOURCE_DECLARED				broad_v1	reconciliation	hf-bottomupsparse	hierarchicalforecast		hf-bottomupsparse	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
topdown					hf-topdown	"[""reconciliation"", ""coherence""]"	TopDown			SOURCE_DECLARED				broad_v1	reconciliation	hf-topdown	hierarchicalforecast		hf-topdown	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
topdownsparse					hf-topdownsparse	"[""reconciliation"", ""coherence""]"	TopDownSparse			SOURCE_DECLARED				broad_v1	reconciliation	hf-topdownsparse	hierarchicalforecast		hf-topdownsparse	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
middleout					hf-middleout	"[""reconciliation"", ""coherence""]"	MiddleOut			SOURCE_DECLARED				broad_v1	reconciliation	hf-middleout	hierarchicalforecast		hf-middleout	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
middleoutsparse					hf-middleoutsparse	"[""reconciliation"", ""coherence""]"	MiddleOutSparse			SOURCE_DECLARED				broad_v1	reconciliation	hf-middleoutsparse	hierarchicalforecast		hf-middleoutsparse	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mintrace					hf-mintrace	"[""reconciliation"", ""coherence""]"	MinTrace			SOURCE_DECLARED				broad_v1	reconciliation	hf-mintrace	hierarchicalforecast		hf-mintrace	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
mintracesparse					hf-mintracesparse	"[""reconciliation"", ""coherence""]"	MinTraceSparse			SOURCE_DECLARED				broad_v1	reconciliation	hf-mintracesparse	hierarchicalforecast		hf-mintracesparse	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
optimalcombination					hf-optimalcombination	"[""reconciliation"", ""coherence""]"	OptimalCombination			SOURCE_DECLARED				broad_v1	reconciliation	hf-optimalcombination	hierarchicalforecast		hf-optimalcombination	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
erm					hf-erm	"[""reconciliation"", ""coherence""]"	ERM			SOURCE_DECLARED				broad_v1	reconciliation	hf-erm	hierarchicalforecast		hf-erm	enforces coherence across the number/decade/parity hierarchy						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
chronos2pipeline					chronos-2	"[""zero_shot"", ""position"", ""probability""]"	Chronos2Pipeline			SOURCE_DECLARED				broad_v1	tsfm	chronos-2	tsfm		chronos-2	highest-download TSFM; zero-shot, covariate-capable						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
chronosboltpipeline					chronos-bolt-tiny	"[""zero_shot"", ""position"", ""probability""]"	ChronosBoltPipeline			SOURCE_DECLARED				broad_v1	tsfm	chronos-bolt-tiny	tsfm		chronos-bolt-tiny	fastest Chronos variant; CPU-viable						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
chronospipeline					chronos-t5-small	"[""zero_shot"", ""position"", ""probability""]"	ChronosPipeline			SOURCE_DECLARED				broad_v1	tsfm	chronos-t5-small	tsfm		chronos-t5-small	T5 tokenised Chronos						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
chronospipeline					chronos-t5-base	"[""zero_shot"", ""position"", ""probability""]"	ChronosPipeline			SOURCE_DECLARED				broad_v1	tsfm	chronos-t5-base	tsfm		chronos-t5-base							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
timesfmmodelforprediction					timesfm-2.5-transformers	"[""zero_shot"", ""position""]"	TimesFmModelForPrediction			SOURCE_DECLARED				broad_v1	tsfm	timesfm-2.5-transformers	tsfm		timesfm-2.5-transformers	transformers-native; preferred over the -pytorch checkpoint (no trust_remote_code)						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tinytimemixerforprediction					granite-ttm-r2	"[""zero_shot"", ""position""]"	TinyTimeMixerForPrediction			SOURCE_DECLARED				broad_v1	tsfm	granite-ttm-r2	tsfm		granite-ttm-r2	Apache-licensed replacement for ibm-research/ttm-r3 (non-commercial)						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
flowstateforprediction					granite-flowstate-r1	"[""zero_shot"", ""position""]"	FlowStateForPrediction			SOURCE_DECLARED				broad_v1	tsfm	granite-flowstate-r1	tsfm		granite-flowstate-r1	9M params; smallest credible zero-shot forecaster						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
patchtstforprediction					granite-patchtst	"[""zero_shot"", ""position""]"	PatchTSTForPrediction			SOURCE_DECLARED				broad_v1	tsfm	granite-patchtst	tsfm		granite-patchtst							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
patchtsmixerforprediction					granite-patchtsmixer	"[""zero_shot"", ""position""]"	PatchTSMixerForPrediction			SOURCE_DECLARED				broad_v1	tsfm	granite-patchtsmixer	tsfm		granite-patchtsmixer							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
moiraiforecast					moirai-2.0-small	"[""zero_shot"", ""position"", ""probability""]"	MoiraiForecast			SOURCE_DECLARED				broad_v1	tsfm	moirai-2.0-small	tsfm		moirai-2.0-small							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
moiraiforecast					moirai-1.0-base	"[""zero_shot"", ""position"", ""probability""]"	MoiraiForecast			SOURCE_DECLARED				broad_v1	tsfm	moirai-1.0-base	tsfm		moirai-1.0-base							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tirex					tirex-2	"[""zero_shot"", ""position""]"	TiRex			SOURCE_DECLARED				broad_v1	tsfm	tirex-2	tsfm		tirex-2	xLSTM-based; successor to TiRex						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
totoforecaster					toto-open-base	"[""zero_shot"", ""position"", ""probability""]"	TotoForecaster			SOURCE_DECLARED				broad_v1	tsfm	toto-open-base	tsfm		toto-open-base	observability-domain pretraining						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
totoforecaster					toto-2.0-4m	"[""zero_shot"", ""position"", ""probability""]"	TotoForecaster			SOURCE_DECLARED				broad_v1	tsfm	toto-2.0-4m	tsfm		toto-2.0-4m							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
momentpipeline					moment-1-small	"[""zero_shot"", ""position""]"	MOMENTPipeline			SOURCE_DECLARED				broad_v1	tsfm	moment-1-small	tsfm		moment-1-small	general TS embedding model; forecasting head required						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
momentpipeline					moment-1-large	"[""zero_shot"", ""position""]"	MOMENTPipeline			SOURCE_DECLARED				broad_v1	tsfm	moment-1-large	tsfm		moment-1-large							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
lagllamaestimator					lag-llama	"[""zero_shot"", ""position"", ""probability""]"	LagLlamaEstimator			SOURCE_DECLARED				broad_v1	tsfm	lag-llama	tsfm		lag-llama							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
kronospredictor					kronos-base	"[""zero_shot"", ""position""]"	KronosPredictor			SOURCE_DECLARED				broad_v1	tsfm	kronos-base	tsfm		kronos-base	discrete-token financial series model						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
sundialforprediction					sundial-base	"[""zero_shot"", ""position"", ""probability""]"	SundialForPrediction			SOURCE_DECLARED				broad_v1	tsfm	sundial-base	tsfm		sundial-base							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
tabpfntimeseries					tabpfn-ts	"[""zero_shot"", ""position""]"	TabPFNTimeSeries			SOURCE_DECLARED				broad_v1	foundation_tabular	tabpfn-ts	tsfm		tabpfn-ts	tabular foundation model applied to the candidate matrix						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
t0pipeline					t0-alpha	"[""zero_shot"", ""position""]"	T0Pipeline			SOURCE_DECLARED				broad_v1	tsfm	t0-alpha	tsfm		t0-alpha	GATED: weights resolve to zero bytes without accepted terms; kept as a known-blocked entry so the availability probe reports it explicitly						UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
regressionensemblemodel					darts-ensemble	"[""position"", ""ensemble""]"	RegressionEnsembleModel			SOURCE_DECLARED				broad_v1	framework	darts-ensemble	darts		darts-ensemble							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
esn					reservoir-esn	"[""position""]"	ESN			SOURCE_DECLARED				broad_v1	reservoir	reservoir-esn	reservoirpy		reservoir-esn							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
ensembleforecaster					sktime-ensemble	"[""position"", ""ensemble""]"	EnsembleForecaster			SOURCE_DECLARED				broad_v1	framework	sktime-ensemble	sktime		sktime-ensemble							UNKNOWN	False	NOT_RUN		broad_v1			expanded_v2		
adida					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ADIDAModel			SOURCE_DECLARED				provider	intermittent	autogluon-adida	autogluon		autogluon-adida	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	ADIDA	autogluon_source_model			expanded_v2		
arima					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ARIMAModel			SOURCE_DECLARED				provider	statistical	autogluon-arima	autogluon		autogluon-arima	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	ARIMA	autogluon_source_model			expanded_v2		
autoarima					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	AutoARIMAModel			SOURCE_DECLARED				provider	statistical	autogluon-autoarima	autogluon		autogluon-autoarima	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	AutoARIMA	autogluon_source_model			expanded_v2		
autoces					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	AutoCESModel			SOURCE_DECLARED				provider	statistical	autogluon-autoces	autogluon		autogluon-autoces	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	AutoCES	autogluon_source_model			expanded_v2		
autoets					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	AutoETSModel			SOURCE_DECLARED				provider	statistical	autogluon-autoets	autogluon		autogluon-autoets	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	AutoETS	autogluon_source_model			expanded_v2		
average					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	AverageModel			SOURCE_DECLARED				provider	baseline	autogluon-average	autogluon		autogluon-average	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Average	autogluon_source_model			expanded_v2		
croston					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	CrostonModel			SOURCE_DECLARED				provider	intermittent	autogluon-croston	autogluon		autogluon-croston	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Croston	autogluon_source_model			expanded_v2		
dlinear					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	DLinearModel			SOURCE_DECLARED				provider	deep_learning	autogluon-dlinear	autogluon		autogluon-dlinear	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	DLinear	autogluon_source_model			expanded_v2		
deepar					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	DeepARModel			SOURCE_DECLARED				provider	deep_probabilistic	autogluon-deepar	autogluon		autogluon-deepar	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	DeepAR	autogluon_source_model			expanded_v2		
directtabular					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	DirectTabularModel			SOURCE_DECLARED				provider	tabular	autogluon-directtabular	autogluon		autogluon-directtabular	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	DirectTabular	autogluon_source_model			expanded_v2		
dynamicoptimizedtheta					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	DynamicOptimizedThetaModel			SOURCE_DECLARED				provider	statistical	autogluon-dynamicoptimizedtheta	autogluon		autogluon-dynamicoptimizedtheta	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	DynamicOptimizedTheta	autogluon_source_model			expanded_v2		
ets					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ETSModel			SOURCE_DECLARED				provider	statistical	autogluon-ets	autogluon		autogluon-ets	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	ETS	autogluon_source_model			expanded_v2		
imapa					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	IMAPAModel			SOURCE_DECLARED				provider	intermittent	autogluon-imapa	autogluon		autogluon-imapa	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	IMAPA	autogluon_source_model			expanded_v2		
chronos					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ChronosModel			SOURCE_DECLARED				provider	foundation	autogluon-chronos	autogluon		autogluon-chronos	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Chronos	autogluon_source_model			expanded_v2		
chronos-2					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	Chronos2Model			SOURCE_DECLARED				provider	foundation	autogluon-chronos2	autogluon		autogluon-chronos2	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Chronos2	autogluon_source_model			expanded_v2		
npts					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	NPTSModel			SOURCE_DECLARED				provider	nonparametric	autogluon-npts	autogluon		autogluon-npts	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	NPTS	autogluon_source_model			expanded_v2		
naive					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	NaiveModel			SOURCE_DECLARED				provider	baseline	autogluon-naive	autogluon		autogluon-naive	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Naive	autogluon_source_model			expanded_v2		
patchtst					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	PatchTSTModel			SOURCE_DECLARED				provider	deep_learning	autogluon-patchtst	autogluon		autogluon-patchtst	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	PatchTST	autogluon_source_model			expanded_v2		
persteptabular					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	PerStepTabularModel			SOURCE_DECLARED				provider	tabular	autogluon-persteptabular	autogluon		autogluon-persteptabular	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	PerStepTabular	autogluon_source_model			expanded_v2		
recursivetabular					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	RecursiveTabularModel			SOURCE_DECLARED				provider	tabular	autogluon-recursivetabular	autogluon		autogluon-recursivetabular	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	RecursiveTabular	autogluon_source_model			expanded_v2		
seasonalaverage					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	SeasonalAverageModel			SOURCE_DECLARED				provider	baseline	autogluon-seasonalaverage	autogluon		autogluon-seasonalaverage	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	SeasonalAverage	autogluon_source_model			expanded_v2		
seasonalnaive					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	SeasonalNaiveModel			SOURCE_DECLARED				provider	baseline	autogluon-seasonalnaive	autogluon		autogluon-seasonalnaive	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	SeasonalNaive	autogluon_source_model			expanded_v2		
simplefeedforward					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	SimpleFeedForwardModel			SOURCE_DECLARED				provider	deep_learning	autogluon-simplefeedforward	autogluon		autogluon-simplefeedforward	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	SimpleFeedForward	autogluon_source_model			expanded_v2		
tft					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	TemporalFusionTransformerModel			SOURCE_DECLARED				provider	deep_probabilistic	autogluon-temporalfusiontransformer	autogluon		autogluon-temporalfusiontransformer	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	TemporalFusionTransformer	autogluon_source_model			expanded_v2		
theta					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ThetaModel			SOURCE_DECLARED				provider	statistical	autogluon-theta	autogluon		autogluon-theta	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Theta	autogluon_source_model			expanded_v2		
tide					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	TiDEModel			SOURCE_DECLARED				provider	deep_learning	autogluon-tide	autogluon		autogluon-tide	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	TiDE	autogluon_source_model			expanded_v2		
toto					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	TotoModel			SOURCE_DECLARED				provider	foundation	autogluon-toto	autogluon		autogluon-toto	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Toto	autogluon_source_model			expanded_v2		
wavenet					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	WaveNetModel			SOURCE_DECLARED				provider	deep_probabilistic	autogluon-wavenet	autogluon		autogluon-wavenet	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	WaveNet	autogluon_source_model			expanded_v2		
zero					autogluon-timeseries	"[""position_series"", ""automl_provider""]"	ZeroModel			SOURCE_DECLARED				provider	baseline	autogluon-zero	autogluon		autogluon-zero	source-declared AutoGluon model; runtime certification is separate						UNKNOWN	False	NOT_RUN	Zero	autogluon_source_model			expanded_v2		
greedyensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	GreedyEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-greedy	autogluon		autogluon-ensemble-greedy	source-declared AutoGluon ensemble; selectable aliases=Greedy,Weighted; runtime certification is separate						UNKNOWN	False	NOT_RUN	Greedy	autogluon_source_ensemble			expanded_v2		
peritemgreedyensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	PerItemGreedyEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-peritemgreedy	autogluon		autogluon-ensemble-peritemgreedy	source-declared AutoGluon ensemble; selectable aliases=PerItemGreedy; runtime certification is separate						UNKNOWN	False	NOT_RUN	PerItemGreedy	autogluon_source_ensemble			expanded_v2		
performanceweightedensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	PerformanceWeightedEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-performanceweighted	autogluon		autogluon-ensemble-performanceweighted	source-declared AutoGluon ensemble; selectable aliases=PerformanceWeighted; runtime certification is separate						UNKNOWN	False	NOT_RUN	PerformanceWeighted	autogluon_source_ensemble			expanded_v2		
simpleaverageensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	SimpleAverageEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-simpleaverage	autogluon		autogluon-ensemble-simpleaverage	source-declared AutoGluon ensemble; selectable aliases=SimpleAverage; runtime certification is separate						UNKNOWN	False	NOT_RUN	SimpleAverage	autogluon_source_ensemble			expanded_v2		
medianensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	MedianEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-median	autogluon		autogluon-ensemble-median	source-declared AutoGluon ensemble; selectable aliases=Median; runtime certification is separate						UNKNOWN	False	NOT_RUN	Median	autogluon_source_ensemble			expanded_v2		
tabularensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	TabularEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-tabular	autogluon		autogluon-ensemble-tabular	source-declared AutoGluon ensemble; selectable aliases=Tabular; runtime certification is separate						UNKNOWN	False	NOT_RUN	Tabular	autogluon_source_ensemble			expanded_v2		
perquantiletabularensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	PerQuantileTabularEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-perquantiletabular	autogluon		autogluon-ensemble-perquantiletabular	source-declared AutoGluon ensemble; selectable aliases=PerQuantileTabular; runtime certification is separate						UNKNOWN	False	NOT_RUN	PerQuantileTabular	autogluon_source_ensemble			expanded_v2		
linearstackerensemble					autogluon-timeseries	"[""position_series"", ""ensemble"", ""automl_provider""]"	LinearStackerEnsemble			SOURCE_DECLARED				provider	ensemble	autogluon-ensemble-linearstacker	autogluon		autogluon-ensemble-linearstacker	source-declared AutoGluon ensemble; selectable aliases=LinearStacker; runtime certification is separate						UNKNOWN	False	NOT_RUN	LinearStacker	autogluon_source_ensemble			expanded_v2		
deepnpts					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_native_epoch"", ""context_length""]"	DeepNPTSEstimator			SOURCE_DECLARED				gluonts_p6_provider	deep_probabilistic	gluonts-torch-deepnpts	gluonts		gluonts-torch-deepnpts	source_path=src/gluonts/torch/model/deep_npts/_estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.deep_npts	gluonts_p6_registry			expanded_v2		
deepar					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_student_t"", ""trainer_lightning"", ""context_length""]"	DeepAREstimator			SOURCE_DECLARED				gluonts_p6_provider	deep_probabilistic	gluonts-torch-deepar	gluonts		gluonts-torch-deepar	source_path=src/gluonts/torch/model/deepar/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.deepar	gluonts_p6_registry			expanded_v2		
tide					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	TiDEEstimator			SOURCE_DECLARED				gluonts_p6_provider	mlp	gluonts-torch-tide	gluonts		gluonts-torch-tide	source_path=src/gluonts/torch/model/tide/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.tide	gluonts_p6_registry			expanded_v2		
simplefeedforward					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	SimpleFeedForwardEstimator			SOURCE_DECLARED				gluonts_p6_provider	mlp	gluonts-torch-simplefeedforward	gluonts		gluonts-torch-simplefeedforward	source_path=src/gluonts/torch/model/simple_feedforward/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.simple_feedforward	gluonts_p6_registry			expanded_v2		
tft					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_student_t"", ""trainer_lightning""]"	TemporalFusionTransformerEstimator			SOURCE_DECLARED				gluonts_p6_provider	transformer	gluonts-torch-temporalfusiontransformer	gluonts		gluonts-torch-temporalfusiontransformer	source_path=src/gluonts/torch/model/tft/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.tft	gluonts_p6_registry			expanded_v2		
